Category,Match,File
SDG Goal,Goal 4,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 5,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 6,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 7,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 8,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 9,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 10,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 11,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 12,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 13,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 14,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 15,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 16,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 17,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 13,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 5,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 16,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 16,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 1,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 2,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 3,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 3,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 3,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 4,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 4,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 4,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 4,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 4,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 5,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 5,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 5,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 6,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 6,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 7,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 7,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 8,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 8,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 9,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 9,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 10,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 11,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 11,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 12,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 13,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 14,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 14,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 15,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 15,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 15,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 16,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 16,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 17,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 4,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,goal 5,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 1,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 2,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 3,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 4,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 5,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 6,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 7,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 8,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 9,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 10,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 11,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 12,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 13,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 14,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 15,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 16,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 17,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Target,target 6.5,The-Sustainable-Development-Goals-Report-2023_0.txt
Global Agreement,2030 Agenda,The-Sustainable-Development-Goals-Report-2023_0.txt
Global Agreement,2030 Agenda,The-Sustainable-Development-Goals-Report-2023_0.txt
Global Agreement,2030 Agenda,The-Sustainable-Development-Goals-Report-2023_0.txt
Global Agreement,2030 Agenda,The-Sustainable-Development-Goals-Report-2023_0.txt
Global Agreement,Paris Agreement,The-Sustainable-Development-Goals-Report-2023_0.txt
Global Agreement,Addis Ababa Action Agenda,The-Sustainable-Development-Goals-Report-2023_0.txt
Global Agreement,2030 Agenda,The-Sustainable-Development-Goals-Report-2023_0.txt
Global Agreement,2030 Agenda,The-Sustainable-Development-Goals-Report-2023_0.txt
Global Agreement,2030 Agenda,The-Sustainable-Development-Goals-Report-2023_0.txt
Global Agreement,2030 Agenda,The-Sustainable-Development-Goals-Report-2023_0.txt
Global Agreement,2030 Agenda,The-Sustainable-Development-Goals-Report-2023_0.txt
Global Agreement,2030 Agenda,The-Sustainable-Development-Goals-Report-2023_0.txt
Global Agreement,2030 Agenda,The-Sustainable-Development-Goals-Report-2023_0.txt
Global Agreement,Sendai Framework,The-Sustainable-Development-Goals-Report-2023_0.txt
Global Agreement,Paris Agreement,The-Sustainable-Development-Goals-Report-2023_0.txt
Global Agreement,Paris Agreement,The-Sustainable-Development-Goals-Report-2023_0.txt
Global Agreement,Paris Agreement,The-Sustainable-Development-Goals-Report-2023_0.txt
Global Agreement,2030 Agenda,The-Sustainable-Development-Goals-Report-2023_0.txt
Global Agreement,2030 Agenda,The-Sustainable-Development-Goals-Report-2023_0.txt
Global Agreement,2030 Agenda,The-Sustainable-Development-Goals-Report-2023_0.txt
Global Agreement,Paris Agreement,The-Sustainable-Development-Goals-Report-2023_0.txt
Global Agreement,Paris Agreement,The-Sustainable-Development-Goals-Report-2023_0.txt
Global Agreement,2030 Agenda,The-Sustainable-Development-Goals-Report-2023_0.txt
Global Agreement,2030 Agenda,The-Sustainable-Development-Goals-Report-2023_0.txt
Global Agreement,2030 Agenda,The-Sustainable-Development-Goals-Report-2023_0.txt
Global Agreement,Sendai Framework,The-Sustainable-Development-Goals-Report-2023_0.txt
Global Agreement,Addis Ababa Action Agenda,The-Sustainable-Development-Goals-Report-2023_0.txt
Global Agreement,2030 Agenda,The-Sustainable-Development-Goals-Report-2023_0.txt
Climate Metrics,greenhouse gas emissions,The-Sustainable-Development-Goals-Report-2023_0.txt
Climate Metrics,climate-resilient,The-Sustainable-Development-Goals-Report-2023_0.txt
Climate Metrics,climate-resilient,The-Sustainable-Development-Goals-Report-2023_0.txt
Climate Metrics,climate-resilient,The-Sustainable-Development-Goals-Report-2023_0.txt
Climate Metrics,net-zero emissions,The-Sustainable-Development-Goals-Report-2023_0.txt
Climate Metrics,climate-resilient,The-Sustainable-Development-Goals-Report-2023_0.txt
Climate Metrics,greenhouse gas emissions,The-Sustainable-Development-Goals-Report-2023_0.txt
Climate Metrics,greenhouse gas emissions,The-Sustainable-Development-Goals-Report-2023_0.txt
Climate Metrics,greenhouse gas emissions,The-Sustainable-Development-Goals-Report-2023_0.txt
Climate Metrics,1.5°C target,The-Sustainable-Development-Goals-Report-2023_0.txt
Poverty,extreme poverty,The-Sustainable-Development-Goals-Report-2023_0.txt
Poverty,extreme poverty,The-Sustainable-Development-Goals-Report-2023_0.txt
Poverty,Extreme poverty,The-Sustainable-Development-Goals-Report-2023_0.txt
Poverty,extreme poverty,The-Sustainable-Development-Goals-Report-2023_0.txt
Poverty,Extreme poverty,The-Sustainable-Development-Goals-Report-2023_0.txt
Poverty,extreme poverty,The-Sustainable-Development-Goals-Report-2023_0.txt
Poverty,extreme poverty,The-Sustainable-Development-Goals-Report-2023_0.txt
Poverty,extreme poverty,The-Sustainable-Development-Goals-Report-2023_0.txt
Poverty,poverty line,The-Sustainable-Development-Goals-Report-2023_0.txt
Poverty,extreme poverty,The-Sustainable-Development-Goals-Report-2023_0.txt
Poverty,extreme poverty,The-Sustainable-Development-Goals-Report-2023_0.txt
Poverty,social protection coverage,The-Sustainable-Development-Goals-Report-2023_0.txt
Poverty,social protection coverage,The-Sustainable-Development-Goals-Report-2023_0.txt
Poverty,extreme poverty,The-Sustainable-Development-Goals-Report-2023_0.txt
Poverty,extreme poverty,The-Sustainable-Development-Goals-Report-2023_0.txt
Education,School completion rate,The-Sustainable-Development-Goals-Report-2023_0.txt
Gender Equality,gender parity,The-Sustainable-Development-Goals-Report-2023_0.txt
Gender Equality,gender parity,The-Sustainable-Development-Goals-Report-2023_0.txt
Gender Equality,gender parity,The-Sustainable-Development-Goals-Report-2023_0.txt
Gender Equality,gender parity,The-Sustainable-Development-Goals-Report-2023_0.txt
Gender Equality,Gender parity,The-Sustainable-Development-Goals-Report-2023_0.txt
Gender Equality,gender parity,The-Sustainable-Development-Goals-Report-2023_0.txt
Progress Status,On track,The-Sustainable-Development-Goals-Report-2023_0.txt
Progress Status,on track,The-Sustainable-Development-Goals-Report-2023_0.txt
Progress Status,No data,The-Sustainable-Development-Goals-Report-2023_0.txt
Progress Status,on track,The-Sustainable-Development-Goals-Report-2023_0.txt
Progress Status,on track,The-Sustainable-Development-Goals-Report-2023_0.txt
Progress Status,minimal progress,The-Sustainable-Development-Goals-Report-2023_0.txt
Progress Status,on track,The-Sustainable-Development-Goals-Report-2023_0.txt
Progress Status,on track,The-Sustainable-Development-Goals-Report-2023_0.txt
Progress Status,on track,The-Sustainable-Development-Goals-Report-2023_0.txt
Progress Status,on track,The-Sustainable-Development-Goals-Report-2023_0.txt
Progress Status,on track,The-Sustainable-Development-Goals-Report-2023_0.txt
Progress Status,on track,The-Sustainable-Development-Goals-Report-2023_0.txt
Progress Status,on track,The-Sustainable-Development-Goals-Report-2023_0.txt
Action and Impact,child mortality,The-Sustainable-Development-Goals-Report-2023_0.txt
Action and Impact,urgent action,The-Sustainable-Development-Goals-Report-2023_0.txt
Action and Impact,urgent action,The-Sustainable-Development-Goals-Report-2023_0.txt
Action and Impact,child mortality,The-Sustainable-Development-Goals-Report-2023_0.txt
Action and Impact,child mortality,The-Sustainable-Development-Goals-Report-2023_0.txt
Action and Impact,child mortality,The-Sustainable-Development-Goals-Report-2023_0.txt
Action and Impact,urgent action,The-Sustainable-Development-Goals-Report-2023_0.txt
Action and Impact,Urgent action,The-Sustainable-Development-Goals-Report-2023_0.txt
Action and Impact,urgent action,The-Sustainable-Development-Goals-Report-2023_0.txt
Action and Impact,Urgent action,The-Sustainable-Development-Goals-Report-2023_0.txt
Action and Impact,urgent action,The-Sustainable-Development-Goals-Report-2023_0.txt
Action and Impact,urgent action,The-Sustainable-Development-Goals-Report-2023_0.txt
Action and Impact,urgent action,The-Sustainable-Development-Goals-Report-2023_0.txt
Data and Monitoring,data gaps,The-Sustainable-Development-Goals-Report-2023_0.txt
Data and Monitoring,data gaps,The-Sustainable-Development-Goals-Report-2023_0.txt
Data and Monitoring,data gaps,The-Sustainable-Development-Goals-Report-2023_0.txt
Data and Monitoring,disaggregated data,The-Sustainable-Development-Goals-Report-2023_0.txt
Data and Monitoring,disaggregated data,The-Sustainable-Development-Goals-Report-2023_0.txt
Biodiversity and Ecosystems,biodiversity loss,The-Sustainable-Development-Goals-Report-2023_0.txt
Biodiversity and Ecosystems,biodiversity loss,The-Sustainable-Development-Goals-Report-2023_0.txt
Biodiversity and Ecosystems,biodiversity loss,The-Sustainable-Development-Goals-Report-2023_0.txt
Biodiversity and Ecosystems,biodiversity loss,The-Sustainable-Development-Goals-Report-2023_0.txt
Biodiversity and Ecosystems,biodiversity loss,The-Sustainable-Development-Goals-Report-2023_0.txt
Biodiversity and Ecosystems,biodiversity loss,The-Sustainable-Development-Goals-Report-2023_0.txt
Biodiversity and Ecosystems,biodiversity loss,The-Sustainable-Development-Goals-Report-2023_0.txt
Biodiversity and Ecosystems,biodiversity loss,The-Sustainable-Development-Goals-Report-2023_0.txt
Marine and Water Issues,Life below water,The-Sustainable-Development-Goals-Report-2023_0.txt
Marine and Water Issues,water stress,The-Sustainable-Development-Goals-Report-2023_0.txt
Marine and Water Issues,water stress,The-Sustainable-Development-Goals-Report-2023_0.txt
Marine and Water Issues,water stress,The-Sustainable-Development-Goals-Report-2023_0.txt
Marine and Water Issues,water stress,The-Sustainable-Development-Goals-Report-2023_0.txt
Marine and Water Issues,water stress,The-Sustainable-Development-Goals-Report-2023_0.txt
Marine and Water Issues,water stress,The-Sustainable-Development-Goals-Report-2023_0.txt
Marine and Water Issues,water stress,The-Sustainable-Development-Goals-Report-2023_0.txt
Marine and Water Issues,Life below water,The-Sustainable-Development-Goals-Report-2023_0.txt
Marine and Water Issues,ocean acidification,The-Sustainable-Development-Goals-Report-2023_0.txt
Marine and Water Issues,ocean acidification,The-Sustainable-Development-Goals-Report-2023_0.txt
Marine and Water Issues,Ocean acidification,The-Sustainable-Development-Goals-Report-2023_0.txt
Marine and Water Issues,Life below water,The-Sustainable-Development-Goals-Report-2023_0.txt
Marine and Water Issues,ocean acidification,The-Sustainable-Development-Goals-Report-2023_0.txt
Marine and Water Issues,Life below water,The-Sustainable-Development-Goals-Report-2023_0.txt
Energy Transition,energy efficiency,The-Sustainable-Development-Goals-Report-2023_0.txt
Energy Transition,energy efficiency,The-Sustainable-Development-Goals-Report-2023_0.txt
Energy Transition,energy efficiency,The-Sustainable-Development-Goals-Report-2023_0.txt
Energy Transition,energy efficiency,The-Sustainable-Development-Goals-Report-2023_0.txt
Energy Transition,energy efficiency,The-Sustainable-Development-Goals-Report-2023_0.txt
Energy Transition,Energy efficiency,The-Sustainable-Development-Goals-Report-2023_0.txt
Work and Employment,Decent work,The-Sustainable-Development-Goals-Report-2023_0.txt
Work and Employment,Decent work,The-Sustainable-Development-Goals-Report-2023_0.txt
Work and Employment,unemployment rate,The-Sustainable-Development-Goals-Report-2023_0.txt
Work and Employment,decent work,The-Sustainable-Development-Goals-Report-2023_0.txt
Work and Employment,unemployment rate,The-Sustainable-Development-Goals-Report-2023_0.txt
Work and Employment,unemployment rate,The-Sustainable-Development-Goals-Report-2023_0.txt
Work and Employment,labour market,The-Sustainable-Development-Goals-Report-2023_0.txt
Work and Employment,Unemployment rate,The-Sustainable-Development-Goals-Report-2023_0.txt
Work and Employment,Decent work,The-Sustainable-Development-Goals-Report-2023_0.txt
Work and Employment,labour market,The-Sustainable-Development-Goals-Report-2023_0.txt
Work and Employment,decent work,The-Sustainable-Development-Goals-Report-2023_0.txt
Work and Employment,unemployment rate,The-Sustainable-Development-Goals-Report-2023_0.txt
Work and Employment,Decent work,The-Sustainable-Development-Goals-Report-2023_0.txt
Inequalities,Reduced inequalities,The-Sustainable-Development-Goals-Report-2023_0.txt
Inequalities,Reduced inequalities,The-Sustainable-Development-Goals-Report-2023_0.txt
Inequalities,Reduced inequalities,The-Sustainable-Development-Goals-Report-2023_0.txt
Inequalities,Reduced inequalities,The-Sustainable-Development-Goals-Report-2023_0.txt
Health Metrics,universal health coverage,The-Sustainable-Development-Goals-Report-2023_0.txt
Health Metrics,disease burden,The-Sustainable-Development-Goals-Report-2023_0.txt
Health Metrics,universal health coverage,The-Sustainable-Development-Goals-Report-2023_0.txt
Health Metrics,Universal health coverage,The-Sustainable-Development-Goals-Report-2023_0.txt
Health Metrics,disease burden,The-Sustainable-Development-Goals-Report-2023_0.txt
Health Metrics,universal health coverage,The-Sustainable-Development-Goals-Report-2023_0.txt
Data Gaps,Insufficient data,The-Sustainable-Development-Goals-Report-2023_0.txt
Data Gaps,insufficient data,The-Sustainable-Development-Goals-Report-2023_0.txt
Data Gaps,monitoring gaps,The-Sustainable-Development-Goals-Report-2023_0.txt
Data Gaps,Insufficient data,The-Sustainable-Development-Goals-Report-2023_0.txt
Financial Support,Climate finance,The-Sustainable-Development-Goals-Report-2023_0.txt
Financial Support,debt relief,The-Sustainable-Development-Goals-Report-2023_0.txt
Financial Support,climate finance,The-Sustainable-Development-Goals-Report-2023_0.txt
Financial Support,Climate finance,The-Sustainable-Development-Goals-Report-2023_0.txt
Financial Support,climate finance,The-Sustainable-Development-Goals-Report-2023_0.txt
Financial Support,climate finance,The-Sustainable-Development-Goals-Report-2023_0.txt
Financial Support,climate finance,The-Sustainable-Development-Goals-Report-2023_0.txt
Financial Support,climate finance,The-Sustainable-Development-Goals-Report-2023_0.txt
Financial Support,climate finance,The-Sustainable-Development-Goals-Report-2023_0.txt
Financial Support,climate finance,The-Sustainable-Development-Goals-Report-2023_0.txt
Financial Support,Climate Finance,The-Sustainable-Development-Goals-Report-2023_0.txt
Financial Support,debt relief,The-Sustainable-Development-Goals-Report-2023_0.txt
Financial Support,climate finance,The-Sustainable-Development-Goals-Report-2023_0.txt
Action and Transformation,transformative action,The-Sustainable-Development-Goals-Report-2023_0.txt
Action and Transformation,transformative action,The-Sustainable-Development-Goals-Report-2023_0.txt
Action and Transformation,transformative action,The-Sustainable-Development-Goals-Report-2023_0.txt
Action and Transformation,transformative action,The-Sustainable-Development-Goals-Report-2023_0.txt
SDG Goal,Goal 1,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 2,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 3,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 4,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 5,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 6,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 7,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 8,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 9,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 10,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 11,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 12,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 13,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 14,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 15,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 16,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 17,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 1,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 2,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 3,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 4,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 5,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 6,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 7,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 8,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 9,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 10,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 11,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 12,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 13,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 14,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 15,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 16,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 17,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 5,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 13,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 16,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 1,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 2,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 2,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 3,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 3,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 3,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 4,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 4,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 4,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 5,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 6,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 7,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 7,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 7,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 7,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 8,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 8,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 9,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 9,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 10,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 11,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 12,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 12,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 13,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 14,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 15,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 16,The-Sustainable-Development-Goals-Report-2024.txt
SDG Goal,Goal 17,The-Sustainable-Development-Goals-Report-2024.txt
SDG Target,"target
1.1",The-Sustainable-Development-Goals-Report-2024.txt
SDG Indicator,indicator 15.4.1,The-Sustainable-Development-Goals-Report-2024.txt
SDG Indicator,indicator 9.1.1,The-Sustainable-Development-Goals-Report-2024.txt
SDG Indicator,indicator 14.1.1,The-Sustainable-Development-Goals-Report-2024.txt
SDG Indicator,indicator 11.6.2,The-Sustainable-Development-Goals-Report-2024.txt
SDG Indicator,Indicator 15.4.2,The-Sustainable-Development-Goals-Report-2024.txt
Global Agreement,2030 Agenda,The-Sustainable-Development-Goals-Report-2024.txt
Global Agreement,2030 Agenda,The-Sustainable-Development-Goals-Report-2024.txt
Global Agreement,Paris Agreement,The-Sustainable-Development-Goals-Report-2024.txt
Global Agreement,2030 Agenda,The-Sustainable-Development-Goals-Report-2024.txt
Global Agreement,2030 Agenda,The-Sustainable-Development-Goals-Report-2024.txt
Global Agreement,2030 Agenda,The-Sustainable-Development-Goals-Report-2024.txt
Global Agreement,2030 Agenda,The-Sustainable-Development-Goals-Report-2024.txt
Global Agreement,2030 Agenda,The-Sustainable-Development-Goals-Report-2024.txt
Global Agreement,2030 Agenda,The-Sustainable-Development-Goals-Report-2024.txt
Global Agreement,Sendai Framework,The-Sustainable-Development-Goals-Report-2024.txt
Climate Metrics,greenhouse gas emissions,The-Sustainable-Development-Goals-Report-2024.txt
Climate Metrics,greenhouse gas emissions,The-Sustainable-Development-Goals-Report-2024.txt
Climate Metrics,greenhouse gas emissions,The-Sustainable-Development-Goals-Report-2024.txt
Climate Metrics,greenhouse gas emissions,The-Sustainable-Development-Goals-Report-2024.txt
Climate Metrics,greenhouse gas emissions,The-Sustainable-Development-Goals-Report-2024.txt
Climate Metrics,greenhouse gas emissions,The-Sustainable-Development-Goals-Report-2024.txt
Climate Metrics,greenhouse gas emissions,The-Sustainable-Development-Goals-Report-2024.txt
Poverty,extreme poverty,The-Sustainable-Development-Goals-Report-2024.txt
Poverty,extreme poverty,The-Sustainable-Development-Goals-Report-2024.txt
Poverty,extreme poverty,The-Sustainable-Development-Goals-Report-2024.txt
Poverty,extreme poverty,The-Sustainable-Development-Goals-Report-2024.txt
Poverty,Extreme poverty,The-Sustainable-Development-Goals-Report-2024.txt
Poverty,extreme poverty,The-Sustainable-Development-Goals-Report-2024.txt
Poverty,extreme poverty,The-Sustainable-Development-Goals-Report-2024.txt
Poverty,extreme poverty,The-Sustainable-Development-Goals-Report-2024.txt
Poverty,extreme poverty,The-Sustainable-Development-Goals-Report-2024.txt
Poverty,extreme poverty,The-Sustainable-Development-Goals-Report-2024.txt
Poverty,extreme poverty,The-Sustainable-Development-Goals-Report-2024.txt
Poverty,extreme poverty,The-Sustainable-Development-Goals-Report-2024.txt
Poverty,extreme poverty,The-Sustainable-Development-Goals-Report-2024.txt
Poverty,social protection coverage,The-Sustainable-Development-Goals-Report-2024.txt
Poverty,social protection coverage,The-Sustainable-Development-Goals-Report-2024.txt
Poverty,extreme poverty,The-Sustainable-Development-Goals-Report-2024.txt
Poverty,extreme poverty,The-Sustainable-Development-Goals-Report-2024.txt
Education,school completion rate,The-Sustainable-Development-Goals-Report-2024.txt
Education,school completion rate,The-Sustainable-Development-Goals-Report-2024.txt
Gender Equality,Women in leadership,The-Sustainable-Development-Goals-Report-2024.txt
Progress Status,on track,The-Sustainable-Development-Goals-Report-2024.txt
Progress Status,on track,The-Sustainable-Development-Goals-Report-2024.txt
Progress Status,On track,The-Sustainable-Development-Goals-Report-2024.txt
Progress Status,On track,The-Sustainable-Development-Goals-Report-2024.txt
Progress Status,on track,The-Sustainable-Development-Goals-Report-2024.txt
Progress Status,minimal progress,The-Sustainable-Development-Goals-Report-2024.txt
Progress Status,No data,The-Sustainable-Development-Goals-Report-2024.txt
Progress Status,on track,The-Sustainable-Development-Goals-Report-2024.txt
Progress Status,No data,The-Sustainable-Development-Goals-Report-2024.txt
Progress Status,No data,The-Sustainable-Development-Goals-Report-2024.txt
Progress Status,on track,The-Sustainable-Development-Goals-Report-2024.txt
Progress Status,On track,The-Sustainable-Development-Goals-Report-2024.txt
Action and Impact,child mortality,The-Sustainable-Development-Goals-Report-2024.txt
Action and Impact,economic loss,The-Sustainable-Development-Goals-Report-2024.txt
Action and Impact,economic loss,The-Sustainable-Development-Goals-Report-2024.txt
Action and Impact,economic loss,The-Sustainable-Development-Goals-Report-2024.txt
Action and Impact,economic loss,The-Sustainable-Development-Goals-Report-2024.txt
